"1" "counter" "POPULATION_SIZE" "NUMBER_VACCINATED" "NUMBER_INFECTIOUS" "LENGTH_OF_ACUTE" "ACUTE_TO_CHRONIC" "BETA_SUSCEPTIBLE" "power" "edge" "VACCINATION_STRATEGY" "VACCINATION_TIME" "max.infected" "time.of.max.infected" "end.susceptible" "max.change" "time.of.max.change" "frame"
"1" "19" "1000" "0" "10" "3" "0.12" "0.25" "0.9" "2" "random" "beginning" "554" "-1" "71" "174" "5" "38"
"1" "20" "1000" "0" "10" "3" "0.12" "0.25" "1" "1" "random" "beginning" "127" "-1" "618" "29" "3" "40"
"1" "20" "1000" "0" "10" "3" "0.12" "0.25" "1" "1" "random" "beginning" "190" "-1" "579" "51" "4" "42"
"1" "20" "1000" "0" "10" "3" "0.12" "0.25" "1" "1" "random" "beginning" "140" "-1" "734" "31" "4" "42"
"1" "20" "1000" "0" "10" "3" "0.12" "0.25" "1" "1" "random" "beginning" "164" "-1" "626" "29" "7" "39"
"1" "20" "1000" "0" "10" "3" "0.12" "0.25" "1" "1" "random" "beginning" "178" "-1" "647" "44" "5" "40"
"1" "20" "1000" "0" "10" "3" "0.12" "0.25" "1" "1" "random" "beginning" "186" "-1" "606" "59" "4" "41"
"1" "20" "1000" "0" "10" "3" "0.12" "0.25" "1" "1" "random" "beginning" "151" "-1" "656" "39" "4" "47"
"1" "20" "1000" "0" "10" "3" "0.12" "0.25" "1" "1" "random" "beginning" "107" "-1" "687" "36" "3" "43"
"1" "20" "1000" "0" "10" "3" "0.12" "0.25" "1" "1" "random" "beginning" "191" "-1" "566" "52" "5" "42"
"1" "20" "1000" "0" "10" "3" "0.12" "0.25" "1" "1" "random" "beginning" "88" "-1" "707" "24" "2" "41"
"1" "21" "1000" "0" "10" "3" "0.12" "0.25" "1" "2" "random" "beginning" "578" "-1" "60" "187" "4" "35"
"1" "21" "1000" "0" "10" "3" "0.12" "0.25" "1" "2" "random" "beginning" "527" "-1" "72" "151" "6" "36"
"1" "21" "1000" "0" "10" "3" "0.12" "0.25" "1" "2" "random" "beginning" "560" "-1" "52" "191" "3" "44"
"1" "21" "1000" "0" "10" "3" "0.12" "0.25" "1" "2" "random" "beginning" "548" "-1" "95" "184" "4" "45"
"1" "21" "1000" "0" "10" "3" "0.12" "0.25" "1" "2" "random" "beginning" "554" "-1" "88" "162" "4" "36"
"1" "21" "1000" "0" "10" "3" "0.12" "0.25" "1" "2" "random" "beginning" "562" "-1" "97" "202" "4" "42"
"1" "21" "1000" "0" "10" "3" "0.12" "0.25" "1" "2" "random" "beginning" "527" "-1" "73" "172" "4" "40"
"1" "21" "1000" "0" "10" "3" "0.12" "0.25" "1" "2" "random" "beginning" "519" "-1" "89" "165" "4" "35"
"1" "21" "1000" "0" "10" "3" "0.12" "0.25" "1" "2" "random" "beginning" "581" "-1" "75" "206" "4" "40"
"1" "21" "1000" "0" "10" "3" "0.12" "0.25" "1" "2" "random" "beginning" "635" "-1" "62" "210" "4" "36"
"1" "22" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "1" "random" "beginning" "153" "-1" "556" "26" "6" "38"
"1" "22" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "1" "random" "beginning" "132" "-1" "655" "28" "4" "44"
"1" "22" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "1" "random" "beginning" "195" "-1" "623" "56" "7" "42"
"1" "22" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "1" "random" "beginning" "173" "-1" "621" "59" "4" "32"
"1" "22" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "1" "random" "beginning" "189" "-1" "571" "31" "9" "41"
"1" "22" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "1" "random" "beginning" "199" "-1" "556" "49" "4" "40"
"1" "22" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "1" "random" "beginning" "169" "-1" "579" "39" "4" "39"
"1" "22" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "1" "random" "beginning" "206" "-1" "406" "64" "3" "44"
"1" "22" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "1" "random" "beginning" "198" "-1" "618" "65" "4" "34"
"1" "22" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "1" "random" "beginning" "184" "-1" "512" "47" "3" "38"
"1" "23" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "2" "random" "beginning" "635" "-1" "68" "202" "4" "33"
"1" "23" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "2" "random" "beginning" "620" "-1" "78" "212" "4" "31"
"1" "23" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "2" "random" "beginning" "653" "-1" "85" "240" "2" "36"
"1" "23" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "2" "random" "beginning" "620" "-1" "80" "209" "3" "52"
"1" "23" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "2" "random" "beginning" "666" "-1" "69" "239" "3" "33"
"1" "23" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "2" "random" "beginning" "686" "-1" "81" "243" "2" "26"
"1" "23" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "2" "random" "beginning" "650" "-1" "82" "242" "3" "36"
"1" "23" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "2" "random" "beginning" "609" "-1" "112" "201" "4" "32"
"1" "23" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "2" "random" "beginning" "652" "-1" "69" "223" "2" "31"
"1" "23" "1000" "0" "10" "3" "0.12" "0.25" "1.1" "2" "random" "beginning" "557" "-1" "76" "201" "4" "31"
"1" "24" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "1" "random" "beginning" "304" "-1" "502" "116" "3" "36"
"1" "24" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "1" "random" "beginning" "225" "-1" "492" "67" "4" "43"
"1" "24" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "1" "random" "beginning" "238" "-1" "524" "83" "4" "35"
"1" "24" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "1" "random" "beginning" "284" "-1" "460" "106" "3" "42"
"1" "24" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "1" "random" "beginning" "293" "-1" "513" "98" "4" "34"
"1" "24" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "1" "random" "beginning" "276" "-1" "483" "83" "4" "40"
"1" "24" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "1" "random" "beginning" "277" "-1" "538" "94" "5" "37"
"1" "24" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "1" "random" "beginning" "321" "-1" "446" "118" "3" "34"
"1" "24" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "1" "random" "beginning" "283" "-1" "526" "101" "4" "39"
"1" "24" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "1" "random" "beginning" "284" "-1" "596" "115" "4" "37"
"1" "25" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "2" "random" "beginning" "759" "-1" "109" "337" "2" "29"
"1" "25" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "2" "random" "beginning" "760" "-1" "95" "330" "2" "27"
"1" "25" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "2" "random" "beginning" "765" "-1" "16" "348" "2" "32"
"1" "25" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "2" "random" "beginning" "736" "-1" "114" "304" "2" "31"
"1" "25" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "2" "random" "beginning" "717" "-1" "101" "266" "2" "32"
"1" "25" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "2" "random" "beginning" "724" "-1" "109" "269" "2" "31"
"1" "25" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "2" "random" "beginning" "655" "-1" "116" "249" "2" "26"
"1" "25" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "2" "random" "beginning" "631" "-1" "96" "231" "4" "28"
"1" "25" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "2" "random" "beginning" "753" "-1" "82" "335" "2" "26"
"1" "25" "1000" "0" "10" "3" "0.12" "0.25" "1.2" "2" "random" "beginning" "716" "-1" "87" "315" "3" "35"
"1" "26" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "1" "random" "beginning" "366" "-1" "446" "138" "2" "32"
"1" "26" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "1" "random" "beginning" "394" "-1" "431" "134" "5" "37"
"1" "26" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "1" "random" "beginning" "410" "-1" "379" "166" "2" "29"
"1" "26" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "1" "random" "beginning" "377" "-1" "205" "144" "2" "52"
"1" "26" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "1" "random" "beginning" "357" "-1" "480" "123" "2" "27"
"1" "26" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "1" "random" "beginning" "341" "-1" "434" "135" "2" "29"
"1" "26" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "1" "random" "beginning" "388" "-1" "440" "153" "3" "32"
"1" "26" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "1" "random" "beginning" "394" "-1" "360" "155" "2" "35"
"1" "26" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "1" "random" "beginning" "475" "-1" "390" "197" "2" "27"
"1" "26" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "1" "random" "beginning" "415" "-1" "213" "174" "2" "41"
"1" "27" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "2" "random" "beginning" "797" "-1" "94" "377" "2" "27"
"1" "27" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "2" "random" "beginning" "760" "-1" "92" "295" "3" "24"
"1" "27" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "2" "random" "beginning" "799" "-1" "96" "378" "2" "25"
"1" "27" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "2" "random" "beginning" "756" "-1" "89" "343" "2" "33"
"1" "27" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "2" "random" "beginning" "777" "-1" "97" "348" "2" "37"
"1" "27" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "2" "random" "beginning" "775" "-1" "109" "329" "2" "24"
"1" "27" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "2" "random" "beginning" "783" "-1" "81" "371" "2" "32"
"1" "27" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "2" "random" "beginning" "796" "-1" "93" "352" "2" "35"
"1" "27" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "2" "random" "beginning" "785" "-1" "6" "332" "2" "32"
"1" "27" "1000" "0" "10" "3" "0.12" "0.25" "1.3" "2" "random" "beginning" "743" "-1" "94" "287" "3" "27"
"1" "28" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "1" "random" "beginning" "513" "-1" "362" "222" "2" "29"
"1" "28" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "1" "random" "beginning" "488" "-1" "370" "211" "2" "34"
"1" "28" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "1" "random" "beginning" "545" "-1" "342" "212" "2" "30"
"1" "28" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "1" "random" "beginning" "489" "-1" "375" "204" "2" "32"
"1" "28" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "1" "random" "beginning" "437" "-1" "371" "158" "2" "37"
"1" "28" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "1" "random" "beginning" "476" "-1" "404" "194" "2" "25"
"1" "28" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "1" "random" "beginning" "466" "-1" "111" "184" "2" "40"
"1" "28" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "1" "random" "beginning" "448" "-1" "359" "169" "2" "29"
"1" "28" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "1" "random" "beginning" "526" "-1" "49" "226" "2" "42"
"1" "28" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "1" "random" "beginning" "357" "-1" "383" "149" "2" "36"
"1" "29" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "2" "random" "beginning" "803" "-1" "94" "409" "2" "29"
"1" "29" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "2" "random" "beginning" "800" "-1" "105" "385" "2" "23"
"1" "29" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "2" "random" "beginning" "808" "-1" "102" "419" "2" "23"
"1" "29" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "2" "random" "beginning" "826" "-1" "1" "432" "3" "28"
"1" "29" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "2" "random" "beginning" "817" "-1" "1" "426" "2" "36"
"1" "29" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "2" "random" "beginning" "785" "-1" "99" "388" "2" "26"
"1" "29" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "2" "random" "beginning" "821" "-1" "90" "424" "2" "33"
"1" "29" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "2" "random" "beginning" "829" "-1" "90" "436" "2" "27"
"1" "29" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "2" "random" "beginning" "796" "-1" "107" "390" "2" "29"
"1" "29" "1000" "0" "10" "3" "0.12" "0.25" "1.4" "2" "random" "beginning" "810" "-1" "103" "419" "2" "33"
"1" "30" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "1" "random" "beginning" "537" "-1" "354" "230" "2" "31"
"1" "30" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "1" "random" "beginning" "511" "-1" "318" "209" "2" "27"
"1" "30" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "1" "random" "beginning" "549" "-1" "325" "234" "2" "28"
"1" "30" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "1" "random" "beginning" "532" "-1" "349" "220" "3" "25"
"1" "30" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "1" "random" "beginning" "566" "-1" "319" "219" "2" "27"
"1" "30" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "1" "random" "beginning" "484" "-1" "400" "189" "2" "28"
"1" "30" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "1" "random" "beginning" "461" "-1" "351" "198" "2" "40"
"1" "30" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "1" "random" "beginning" "523" "-1" "359" "201" "2" "29"
"1" "30" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "1" "random" "beginning" "462" "-1" "75" "169" "3" "42"
"1" "30" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "1" "random" "beginning" "441" "-1" "453" "183" "2" "28"
"1" "31" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "2" "random" "beginning" "819" "-1" "92" "449" "2" "24"
"1" "31" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "2" "random" "beginning" "814" "-1" "110" "404" "2" "23"
"1" "31" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "2" "random" "beginning" "801" "-1" "107" "407" "2" "29"
"1" "31" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "2" "random" "beginning" "807" "-1" "107" "443" "2" "24"
"1" "31" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "2" "random" "beginning" "811" "-1" "108" "416" "2" "23"
"1" "31" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "2" "random" "beginning" "800" "-1" "99" "418" "2" "22"
"1" "31" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "2" "random" "beginning" "821" "-1" "95" "413" "2" "27"
"1" "31" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "2" "random" "beginning" "818" "-1" "84" "441" "2" "23"
"1" "31" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "2" "random" "beginning" "818" "-1" "0" "432" "2" "31"
"1" "31" "1000" "0" "10" "3" "0.12" "0.25" "1.5" "2" "random" "beginning" "836" "-1" "91" "432" "2" "22"
"1" "32" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "1" "random" "beginning" "587" "-1" "294" "251" "2" "24"
"1" "32" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "1" "random" "beginning" "525" "-1" "323" "192" "2" "35"
"1" "32" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "1" "random" "beginning" "559" "-1" "312" "229" "2" "26"
"1" "32" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "1" "random" "beginning" "556" "-1" "317" "229" "2" "31"
"1" "32" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "1" "random" "beginning" "539" "-1" "349" "238" "2" "22"
"1" "32" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "1" "random" "beginning" "514" "-1" "340" "203" "3" "34"
"1" "32" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "1" "random" "beginning" "566" "-1" "318" "229" "2" "24"
"1" "32" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "1" "random" "beginning" "545" "-1" "356" "222" "2" "23"
"1" "32" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "1" "random" "beginning" "457" "-1" "136" "184" "2" "41"
"1" "32" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "1" "random" "beginning" "580" "-1" "19" "223" "2" "44"
"1" "33" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "2" "random" "beginning" "825" "-1" "100" "425" "2" "24"
"1" "33" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "2" "random" "beginning" "828" "-1" "94" "448" "2" "27"
"1" "33" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "2" "random" "beginning" "817" "-1" "110" "446" "2" "25"
"1" "33" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "2" "random" "beginning" "826" "-1" "95" "432" "2" "22"
"1" "33" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "2" "random" "beginning" "795" "-1" "106" "415" "2" "22"
"1" "33" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "2" "random" "beginning" "820" "-1" "88" "456" "2" "32"
"1" "33" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "2" "random" "beginning" "822" "-1" "91" "431" "2" "22"
"1" "33" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "2" "random" "beginning" "813" "-1" "106" "408" "2" "23"
"1" "33" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "2" "random" "beginning" "806" "-1" "95" "417" "2" "21"
"1" "33" "1000" "0" "10" "3" "0.12" "0.25" "1.6" "2" "random" "beginning" "807" "-1" "101" "434" "2" "27"
"1" "34" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "1" "random" "beginning" "572" "-1" "319" "244" "2" "22"
"1" "34" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "1" "random" "beginning" "578" "-1" "11" "219" "2" "40"
"1" "34" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "1" "random" "beginning" "596" "-1" "9" "279" "2" "42"
"1" "34" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "1" "random" "beginning" "532" "-1" "32" "219" "2" "41"
"1" "34" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "1" "random" "beginning" "564" "-1" "328" "260" "2" "23"
"1" "34" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "1" "random" "beginning" "542" "-1" "339" "216" "3" "30"
"1" "34" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "1" "random" "beginning" "557" "-1" "342" "217" "2" "32"
"1" "34" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "1" "random" "beginning" "582" "-1" "318" "255" "2" "26"
"1" "34" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "1" "random" "beginning" "564" "-1" "328" "230" "2" "25"
"1" "34" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "1" "random" "beginning" "562" "-1" "320" "239" "2" "26"
"1" "35" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "2" "random" "beginning" "805" "-1" "106" "435" "2" "22"
"1" "35" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "2" "random" "beginning" "819" "-1" "0" "422" "2" "29"
"1" "35" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "2" "random" "beginning" "825" "-1" "0" "434" "2" "29"
"1" "35" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "2" "random" "beginning" "822" "-1" "92" "424" "2" "23"
"1" "35" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "2" "random" "beginning" "840" "-1" "92" "450" "2" "22"
"1" "35" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "2" "random" "beginning" "828" "-1" "0" "439" "2" "31"
"1" "35" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "2" "random" "beginning" "803" "-1" "113" "414" "2" "21"
"1" "35" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "2" "random" "beginning" "841" "-1" "94" "439" "2" "20"
"1" "35" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "2" "random" "beginning" "825" "-1" "99" "426" "2" "22"
"1" "35" "1000" "0" "10" "3" "0.12" "0.25" "1.7" "2" "random" "beginning" "804" "-1" "95" "422" "2" "23"
"1" "36" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "1" "random" "beginning" "564" "-1" "4" "231" "2" "41"
"1" "36" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "1" "random" "beginning" "547" "-1" "333" "235" "2" "24"
"1" "36" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "1" "random" "beginning" "584" "-1" "308" "238" "2" "20"
"1" "36" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "1" "random" "beginning" "560" "-1" "307" "231" "2" "28"
"1" "36" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "1" "random" "beginning" "596" "-1" "328" "258" "2" "22"
"1" "36" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "1" "random" "beginning" "582" "-1" "303" "236" "2" "23"
"1" "36" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "1" "random" "beginning" "585" "-1" "316" "252" "2" "26"
"1" "36" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "1" "random" "beginning" "579" "-1" "300" "237" "2" "21"
"1" "36" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "1" "random" "beginning" "570" "-1" "328" "234" "2" "20"
"1" "36" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "1" "random" "beginning" "591" "-1" "303" "253" "2" "27"
"1" "37" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "2" "random" "beginning" "810" "-1" "90" "414" "2" "20"
"1" "37" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "2" "random" "beginning" "823" "-1" "101" "425" "2" "21"
"1" "37" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "2" "random" "beginning" "803" "-1" "108" "402" "2" "20"
"1" "37" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "2" "random" "beginning" "807" "-1" "0" "411" "2" "34"
"1" "37" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "2" "random" "beginning" "812" "-1" "91" "436" "2" "20"
"1" "37" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "2" "random" "beginning" "824" "-1" "0" "425" "2" "28"
"1" "37" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "2" "random" "beginning" "822" "-1" "94" "385" "2" "20"
"1" "37" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "2" "random" "beginning" "825" "-1" "103" "463" "2" "20"
"1" "37" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "2" "random" "beginning" "809" "-1" "101" "436" "2" "20"
"1" "37" "1000" "0" "10" "3" "0.12" "0.25" "1.8" "2" "random" "beginning" "823" "-1" "0" "402" "2" "28"
"1" "38" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "1" "random" "beginning" "570" "-1" "339" "262" "2" "20"
"1" "38" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "1" "random" "beginning" "576" "-1" "312" "213" "2" "21"
"1" "38" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "1" "random" "beginning" "572" "-1" "299" "227" "2" "25"
"1" "38" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "1" "random" "beginning" "584" "-1" "286" "250" "2" "29"
"1" "38" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "1" "random" "beginning" "588" "-1" "295" "253" "2" "30"
"1" "38" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "1" "random" "beginning" "585" "-1" "311" "242" "2" "21"
"1" "38" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "1" "random" "beginning" "580" "-1" "307" "240" "2" "22"
"1" "38" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "1" "random" "beginning" "576" "-1" "330" "222" "2" "23"
"1" "38" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "1" "random" "beginning" "592" "-1" "300" "253" "2" "28"
"1" "38" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "1" "random" "beginning" "520" "-1" "384" "235" "2" "20"
"1" "39" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "2" "random" "beginning" "828" "-1" "103" "429" "2" "20"
"1" "39" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "2" "random" "beginning" "815" "-1" "103" "450" "2" "22"
"1" "39" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "2" "random" "beginning" "825" "-1" "93" "417" "2" "20"
"1" "39" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "2" "random" "beginning" "804" "-1" "106" "405" "2" "20"
"1" "39" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "2" "random" "beginning" "809" "-1" "97" "424" "2" "22"
"1" "39" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "2" "random" "beginning" "819" "-1" "98" "430" "2" "20"
"1" "39" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "2" "random" "beginning" "824" "-1" "101" "438" "2" "20"
"1" "39" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "2" "random" "beginning" "835" "-1" "0" "441" "2" "34"
"1" "39" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "2" "random" "beginning" "818" "-1" "102" "437" "2" "21"
"1" "39" "1000" "0" "10" "3" "0.12" "0.25" "1.9" "2" "random" "beginning" "819" "-1" "108" "407" "2" "20"
"1" "40" "1000" "0" "10" "3" "0.12" "0.25" "2" "1" "random" "beginning" "581" "-1" "299" "267" "3" "21"
"1" "40" "1000" "0" "10" "3" "0.12" "0.25" "2" "1" "random" "beginning" "588" "-1" "302" "258" "2" "21"
"1" "40" "1000" "0" "10" "3" "0.12" "0.25" "2" "1" "random" "beginning" "602" "-1" "320" "262" "2" "20"
"1" "40" "1000" "0" "10" "3" "0.12" "0.25" "2" "1" "random" "beginning" "583" "-1" "301" "248" "2" "28"
"1" "40" "1000" "0" "10" "3" "0.12" "0.25" "2" "1" "random" "beginning" "595" "-1" "291" "279" "2" "20"
"1" "40" "1000" "0" "10" "3" "0.12" "0.25" "2" "1" "random" "beginning" "581" "-1" "314" "258" "2" "20"
"1" "40" "1000" "0" "10" "3" "0.12" "0.25" "2" "1" "random" "beginning" "563" "-1" "325" "252" "2" "21"
"1" "40" "1000" "0" "10" "3" "0.12" "0.25" "2" "1" "random" "beginning" "570" "-1" "314" "229" "2" "21"
"1" "40" "1000" "0" "10" "3" "0.12" "0.25" "2" "1" "random" "beginning" "565" "-1" "322" "224" "2" "22"
"1" "40" "1000" "0" "10" "3" "0.12" "0.25" "2" "1" "random" "beginning" "587" "-1" "7" "244" "2" "39"
"1" "41" "1000" "0" "10" "3" "0.12" "0.25" "2" "2" "random" "beginning" "835" "-1" "87" "448" "2" "20"
"1" "41" "1000" "0" "10" "3" "0.12" "0.25" "2" "2" "random" "beginning" "787" "-1" "115" "428" "2" "21"
